6/17/17,15:45:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:46:11,8024.0175781250,W,3712.9536132812,N,642.20,0.00,,4.02
6/17/17,15:47:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:48:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:49:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:50:0,, ,, ,0.00,0.00,,4.06
6/17/17,15:51:9,, ,, ,0.00,0.00,,4.02
6/17/17,15:52:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:53:0,, ,, ,0.00,0.00,,4.01
6/17/17,15:54:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:55:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:56:9,, ,, ,0.00,0.00,,4.02
6/17/17,15:57:0,, ,, ,0.00,0.00,,4.02
6/17/17,15:58:0,, ,, ,0.00,0.00,,4.03
6/17/17,15:59:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:0:45,, ,, ,0.00,0.00,,4.02
6/17/17,16:1:32,8024.0214843750,W,3712.9577636719,N,644.80,0.00,,4.01
6/17/17,16:2:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:3:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:4:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:5:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:6:9,, ,, ,0.00,0.00,,4.02
6/17/17,16:7:0,, ,, ,0.00,0.00,,4.03
6/17/17,16:8:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:9:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:10:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:11:9,, ,, ,0.00,0.00,,4.03
6/17/17,16:12:0,, ,, ,0.00,0.00,,4.02
6/17/17,16:13:0,, ,, ,0.00,0.00,,4.03
6/17/17,16:14:0,, ,, ,0.00,0.00,,4.03
6/17/17,16:15:0,, ,, ,0.00,0.91,,4.02
6/17/17,16:16:11,8024.0214843750,W,3712.9577636719,N,644.80,0.00,,4.03
